iteration,total,hold_success,dropped,time_out,r_face_alignment,r_hold_bonus,r_dropped_penalty,mean_reward,mean_ep_len,iter_time_s,steps_per_s,invalid_state,r_hold_progress,r_grasp_contact,r_excess_force,r_joint_limits,value_loss,surrogate_loss,action_std
60,5000,0.7473,0.2289,0.0238,0.2172,0.7842,-0.0468,5.98,54.05,0.82,120066.0,0.0,0.1975,0.0211,-0.0001,-0.0181,2.6418,-0.007,0.99
61,5000,0.7506,0.2264,0.023,0.216,0.7731,-0.05,6.79,57.65,0.78,125631.0,0.0,0.1955,0.0205,-0.0001,-0.0177,2.2755,-0.0067,0.99
62,5000,0.7504,0.227,0.0227,0.223,0.7996,-0.0438,5.97,63.83,0.83,117998.0,0.0,0.2025,0.0214,-0.0001,-0.0191,2.4626,-0.007,0.98
63,5000,0.7568,0.2214,0.0218,0.2232,0.8065,-0.0436,6.17,66.66,0.81,120961.0,0.0,0.2038,0.0218,-0.0002,-0.0191,2.5089,-0.0077,0.98
64,5000,0.7643,0.2156,0.0201,0.2182,0.7749,-0.0486,4.86,58.08,0.8,123293.0,0.0,0.1962,0.0216,-0.0002,-0.0195,2.7104,-0.006,0.98
65,5000,0.7658,0.2146,0.0197,0.2307,0.8104,-0.0425,6.66,57.81,0.8,122952.0,0.0,0.2076,0.0224,-0.0002,-0.0198,2.423,-0.0067,0.98
66,5000,0.7588,0.2194,0.022,0.2186,0.7787,-0.0475,7.22,60.52,0.78,125453.0,0.0,0.1972,0.0223,-0.0002,-0.0186,2.6073,-0.0068,0.98
67,5000,0.7587,0.22,0.0216,0.2242,0.8007,-0.0445,6.69,63.58,0.8,123375.0,0.0,0.2033,0.0225,-0.0003,-0.0184,2.6017,-0.0068,0.98
68,5000,0.7568,0.2238,0.0196,0.2214,0.7794,-0.0488,5.98,61.94,0.78,126300.0,0.0,0.1982,0.0222,-0.0002,-0.0174,2.3336,-0.008,0.98
69,5000,0.7593,0.2209,0.0198,0.2235,0.7951,-0.0447,7.69,65.1,0.8,122209.0,0.0,0.2022,0.0231,-0.0002,-0.0181,2.576,-0.0065,0.98
70,5000,0.7598,0.2186,0.0216,0.2213,0.7901,-0.0457,5.19,56.87,0.77,127240.0,0.0,0.2008,0.023,-0.0002,-0.017,2.404,-0.0066,0.98
71,5000,0.7575,0.2187,0.0238,0.2212,0.7941,-0.0466,6.45,60.18,0.85,116257.0,0.0,0.2018,0.0222,-0.0001,-0.0161,2.78,-0.0042,0.98
72,5000,0.764,0.2172,0.0189,0.2305,0.8156,-0.042,7.95,71.78,0.85,115368.0,0.0,0.2079,0.023,-0.0001,-0.0168,2.4084,-0.0071,0.98
