iteration,total,hold_success,dropped,time_out,r_face_alignment,r_hold_bonus,r_dropped_penalty,mean_reward,mean_ep_len,iter_time_s,steps_per_s,invalid_state,r_hold_progress,r_grasp_contact,r_excess_force,r_joint_limits,value_loss,surrogate_loss,action_std
772,4699,0.4079,0.2431,0.3491,0.1336,0.2998,-0.0278,3.23,190.33,1.8,54655.0,0.0,0.0819,0.0537,-0.0002,-0.0754,0.3845,-0.0086,1.0
773,4699,0.4083,0.2411,0.3506,0.1376,0.3182,-0.0287,3.86,185.54,1.79,55039.0,0.0,0.0875,0.0523,-0.0001,-0.0746,0.3648,-0.0078,1.0
774,4699,0.412,0.2411,0.3469,0.1404,0.2944,-0.0348,3.59,176.68,1.78,55121.0,0.0,0.0825,0.0509,-0.0001,-0.0745,0.4143,-0.0091,1.0
775,4699,0.4159,0.2425,0.3416,0.1237,0.2752,-0.0361,2.38,191.59,1.79,54895.0,0.0,0.0737,0.0523,-0.0001,-0.0757,0.4026,-0.008,1.0
776,4699,0.4146,0.241,0.3445,0.1358,0.302,-0.0327,3.33,182.38,1.79,55065.0,0.0,0.0809,0.0515,-0.0002,-0.0751,0.4186,-0.0056,1.0
777,4699,0.4196,0.2391,0.3414,0.149,0.3259,-0.0269,3.41,198.74,1.78,55180.0,0.0,0.0904,0.0525,-0.0002,-0.0783,0.3692,-0.0066,1.0
778,4699,0.4283,0.2366,0.3353,0.1432,0.3418,-0.0325,4.67,162.76,1.78,55099.0,0.0,0.0923,0.0468,-0.0001,-0.0682,0.3359,-0.0097,0.99
779,4699,0.4384,0.2319,0.33,0.1459,0.3211,-0.0284,4.09,166.42,1.78,55234.0,0.0,0.0854,0.051,-0.0001,-0.0771,0.3921,-0.0055,0.99
780,4699,0.4412,0.2326,0.3264,0.1378,0.2812,-0.0374,2.88,189.2,1.79,54888.0,0.0,0.0759,0.0527,-0.0002,-0.0752,0.401,-0.0063,0.99
781,4699,0.4364,0.2343,0.3295,0.155,0.3125,-0.0343,3.43,144.31,1.78,55175.0,0.0,0.0858,0.0505,-0.0002,-0.0724,0.3902,-0.0086,0.99
782,4699,0.4356,0.2374,0.327,0.1412,0.3079,-0.0333,3.26,166.9,1.8,54590.0,0.0,0.0835,0.0508,-0.0002,-0.0742,0.3563,-0.0104,0.99
783,4699,0.4369,0.2367,0.3265,0.1479,0.3114,-0.0276,3.4,207.35,1.79,54965.0,0.0,0.0851,0.0554,-0.0002,-0.0822,0.4089,-0.0082,0.99
784,4699,0.4346,0.2371,0.3283,0.1393,0.2802,-0.037,3.0,170.93,1.77,55390.0,0.0,0.0788,0.0527,-0.0001,-0.0802,0.3809,-0.0074,0.99
785,4699,0.4351,0.2369,0.328,0.149,0.3259,-0.0272,5.49,163.48,1.8,54749.0,0.0,0.0888,0.0519,-0.0001,-0.0745,0.38,-0.0108,0.99
786,4699,0.4391,0.2346,0.3262,0.144,0.2847,-0.032,3.23,173.89,1.74,56594.0,0.0,0.077,0.0549,-0.0002,-0.0769,0.3556,-0.0075,0.99
787,4699,0.4374,0.2351,0.3275,0.1525,0.2991,-0.0335,2.61,201.28,1.79,54777.0,0.0,0.0872,0.0518,-0.0001,-0.0785,0.4042,-0.01,0.99
788,4699,0.4371,0.2353,0.3276,0.1517,0.3089,-0.0337,4.08,148.27,1.78,55072.0,0.0,0.0853,0.0498,-0.0001,-0.0753,0.3802,-0.007,0.99
